place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,1.0,2021,83.0,7.0,0.0,1.0,3,2.0,1.0,3.0,70.0,15,2,5,33,33225,2,1,0.0,6.0,44.561242,-0.38924,20,1,1
1,1,1,2.0,2021,21.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,11,8,5,93,93070,2,1,0.0,3.0,48.9152,2.33782,23,2,2
1,1,1,2.0,2021,19.0,33.0,2.0,1.0,4,2.0,1.0,1.0,80.0,12,10,1,85,85154,1,1,0.0,1.0,46.690057,-0.846773,15,2,2
1,1,2,1.0,2021,54.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,19,11,1,82,82124,1,3,1.0,4.0,44.022736,1.253817,8,3,3
1,1,1,2.0,2021,53.0,33.0,6.0,1.0,3,2.0,1.0,1.0,80.0,18,9,1,88,88173,1,3,0.0,6.0,48.359527,6.245001,9,1,1
3,2,1,8.0,2021,13.0,37.0,1.0,1.0,4,1.0,1.0,1.0,30.0,5,10,1,91,91577,2,1,0.0,7.0,48.596716,2.492872,15,2,1
1,1,1,8.0,2021,30.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,1,2,5,974,97407,2,1,0.0,7.0,-20.9587,55.31459,19,1,1
2,2,2,8.0,2021,70.0,7.0,0.0,1.0,1,3.0,1.0,2.0,130.0,30,3,1,45,45242,1,1,0.0,6.0,47.875505,2.691661,14,2,1
1,1,2,1.0,2021,46.0,7.0,2.0,1.0,7,2.0,1.0,1.0,50.0,20,3,1,13,13063,2,4,0.0,3.0,43.58599,5.00229,11,4,2
1,1,1,2.0,2021,48.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,7,9,1,14,14663,2,1,0.0,3.0,49.274259,-0.686098,17,3,2
2,2,1,1.0,2021,46.0,7.0,0.0,2.0,7,1.0,2.0,1.0,50.0,28,11,5,76,76540,2,1,1.0,7.0,49.43115,1.08005,1,2,1
2,2,1,2.0,2021,23.0,33.0,2.0,1.0,4,1.0,1.0,1.0,70.0,12,5,1,75,75120,2,1,0.0,2.0,48.866942,2.41322,8,3,2
1,1,2,8.0,2021,34.0,1.0,0.0,5.0,4,2.0,2.0,5.0,50.0,9,8,1,75,75110,2,1,0.0,7.0,48.881074,2.370093,12,1,1
1,1,2,8.0,2021,21.0,50.0,2.0,3.0,4,2.0,2.0,1.0,50.0,27,7,1,75,75113,2,2,1.0,3.0,48.826183,2.357277,16,2,2
3,2,2,1.0,2021,18.0,7.0,0.0,1.0,3,3.0,7.0,1.0,90.0,7,12,1,59,59385,1,1,0.0,6.0,50.2939995779,4.0734556851,8,3,1
1,1,1,2.0,2021,38.0,43.0,2.0,1.0,4,1.0,1.0,1.0,50.0,30,4,2,92,92025,2,9,0.0,2.0,48.9153400709,2.2329504043,21,2,2
10,3,2,0.0,2021,12.0,7.0,1.0,1.0,3,2.0,1.0,1.0,50.0,22,10,5,56,56151,2,1,0.0,6.0,48.064594,-2.890627,7,2,1
1,1,1,8.0,2021,46.0,33.0,0.0,1.0,4,2.0,1.0,1.0,50.0,26,2,1,93,93047,2,1,0.0,4.0,48.8992104582,2.5566697223,11,3,3
1,1,1,8.0,2021,34.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,10,6,1,49,49007,2,1,0.0,3.0,47.46965,-0.56152,19,2,2
1,1,1,2.0,2021,25.0,32.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,12,1,44,44162,2,3,0.0,3.0,47.25021,-1.64585,13,2,2
10,3,2,8.0,2021,54.0,50.0,1.0,3.0,4,1.0,1.0,1.0,30.0,6,9,1,75,75104,2,3,0.0,6.0,48.85572,2.358981,12,2,1
10,3,1,0.0,2021,26.0,10.0,1.0,1.0,4,3.0,1.0,1.0,50.0,9,9,5,69,69266,2,1,0.0,6.0,45.78486,4.86725,21,2,1
1,1,1,8.0,2021,16.0,60.0,2.0,5.0,3,2.0,1.0,1.0,50.0,13,9,1,92,92063,2,6,0.0,3.0,48.8587268774,2.1901524067,15,2,2
1,1,2,1.0,2021,24.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,21,3,5,69,69282,2,2,0.0,3.0,45.76669,5.00361,21,3,2
10,3,2,0.0,2021,80.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,25,9,1,29,29019,2,2,1.0,6.0,48.3892138148,-4.4896276601,17,2,1
1,1,1,1.0,2021,55.0,7.0,2.0,1.0,3,2.0,1.0,1.0,90.0,22,9,2,72,72213,1,9,0.0,2.0,47.894117,0.249531,18,3,2
1,1,1,2.0,2021,62.0,32.0,1.0,1.0,4,2.0,1.0,1.0,50.0,25,1,1,75,75108,2,2,0.0,6.0,48.880805,2.312581,17,2,1
3,2,1,3.0,2021,1.0,7.0,2.0,1.0,3,2.0,1.0,1.0,90.0,28,10,1,28,28071,1,1,1.0,1.0,48.407967,1.096659,12,4,2
1,1,2,2.0,2021,25.0,31.0,0.0,1.0,3,2.0,1.0,3.0,80.0,21,4,1,4,4121,1,1,0.0,7.0,44.022558,6.177546,18,1,1
1,1,2,1.0,2021,19.0,7.0,0.0,1.0,3,2.0,7.0,8.0,90.0,11,12,1,77,77295,1,1,0.0,6.0,48.569459,2.757182,9,1,1
10,3,2,0.0,2021,85.0,7.0,1.0,1.0,4,1.0,1.0,1.0,50.0,20,7,1,69,69387,2,2,0.0,6.0,45.7490668654,4.8534622531,13,2,1
1,1,2,1.0,2021,24.0,7.0,2.0,1.0,1,1.0,2.0,1.0,90.0,2,10,1,75,75112,1,1,1.0,2.0,48.8199009001,2.459435463,17,3,2
1,1,2,1.0,2021,22.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,4,12,1,47,47195,2,1,0.0,3.0,44.136874,0.344938,13,4,2
10,3,2,0.0,2021,61.0,7.0,1.0,2.0,4,2.0,1.0,1.0,50.0,13,7,1,69,69034,2,1,0.0,6.0,45.80059,4.84896,9,2,1
1,1,2,1.0,2021,22.0,7.0,2.0,1.0,7,2.0,1.0,1.0,50.0,25,10,2,69,69034,2,1,0.0,1.0,45.7985,4.8423,17,4,2
10,3,2,0.0,2021,79.0,7.0,1.0,1.0,3,2.0,1.0,1.0,50.0,1,11,1,34,34081,2,3,0.0,6.0,43.314031,3.140271,12,2,1
1,1,1,2.0,2021,69.0,33.0,0.0,1.0,3,2.0,1.0,3.0,80.0,18,4,1,77,77029,1,1,0.0,7.0,48.649838,2.854874,18,1,1
1,1,1,2.0,2021,33.0,33.0,2.0,1.0,3,1.0,2.0,1.0,50.0,26,6,1,93,93059,2,9,1.0,3.0,48.95883,2.35857,10,2,2
2,2,2,1.0,2021,65.0,7.0,2.0,3.0,3,2.0,1.0,1.0,50.0,31,5,5,77,77070,2,2,0.0,3.0,48.78955,3.12406,23,3,2
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,24,7,5,59,59234,2,3,0.0,3.0,50.39962,3.10107,23,2,2
2,2,1,2.0,2021,10.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,15,12,1,973,97302,2,3,0.0,3.0,4.9416834754,-52.3040864468,16,3,2
1,1,2,1.0,2021,56.0,7.0,2.0,1.0,3,3.0,2.0,1.0,70.0,3,12,5,14,14118,2,9,1.0,6.0,49.17952,-0.34172,17,3,3
1,1,1,2.0,2021,17.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,17,7,1,12,12247,1,1,0.0,1.0,44.409658,3.023257,10,3,2
1,1,1,2.0,2021,26.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,23,4,1,75,75105,2,1,0.0,2.0,48.846858,2.354044,9,2,2
1,1,2,1.0,2021,31.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,10,3,1,974,97407,2,2,0.0,3.0,-20.94185,55.28856,15,3,2
2,2,2,1.0,2021,33.0,7.0,0.0,1.0,2,2.0,2.0,3.0,110.0,4,5,1,988,98803,1,1,1.0,6.0,-21.58595,165.50665,9,2,1
2,2,2,1.0,2021,19.0,7.0,2.0,1.0,7,2.0,2.0,1.0,80.0,27,12,3,69,69091,1,1,0.0,1.0,45.57511,4.71775,17,3,2
1,1,1,1.0,2021,21.0,7.0,0.0,1.0,1,1.0,2.0,1.0,110.0,21,10,1,13,13085,1,1,1.0,6.0,43.25152,5.59582,9,1,1
10,3,2,0.0,2021,12.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,24,6,1,69,69387,2,1,0.0,6.0,45.72625,4.82454,17,2,1
1,1,1,2.0,2021,16.0,30.0,2.0,1.0,4,1.0,1.0,1.0,50.0,23,6,5,75,75120,2,1,0.0,2.0,48.866024,2.412184,22,2,2
1,1,2,1.0,2021,26.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,24,8,5,67,67482,2,1,0.0,1.0,48.5994,7.77139,21,4,2
2,2,2,2.0,2021,16.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,19,2,1,37,37122,2,3,0.0,7.0,47.3304652982,0.6642576457,14,2,1
1,1,1,2.0,2021,24.0,33.0,2.0,1.0,3,2.0,1.0,1.0,70.0,18,6,1,38,38323,1,1,0.0,6.0,45.533171,5.63248,20,2,2
1,1,1,2.0,2021,20.0,33.0,2.0,1.0,7,1.0,1.0,1.0,70.0,27,9,1,69,69081,1,1,0.0,3.0,45.77264,4.78688,11,2,2
1,1,1,1.0,2021,43.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,19,11,3,68,68352,1,3,0.0,5.0,48.018061,7.569076,17,4,4
1,1,1,1.0,2021,24.0,10.0,0.0,1.0,2,3.0,1.0,2.0,110.0,22,9,1,77,77486,1,1,0.0,2.0,48.684649,3.07541,8,2,2
1,1,1,1.0,2021,29.0,7.0,2.0,1.0,2,1.0,1.0,1.0,90.0,2,4,1,974,97411,1,1,0.0,4.0,-20.87679,55.41388,7,3,3
10,3,2,0.0,2021,63.0,7.0,1.0,1.0,6,2.0,1.0,8.0,50.0,9,4,1,18,18207,2,7,0.0,6.0,46.992768,2.244387,15,2,1
10,3,2,0.0,2021,93.0,20.0,1.0,4.0,4,2.0,1.0,4.0,50.0,22,12,1,38,38389,2,1,1.0,6.0,45.554961,5.078183,10,2,1
2,2,2,2.0,2021,41.0,2.0,2.0,1.0,2,2.0,1.0,1.0,50.0,23,4,1,976,97611,2,1,0.0,2.0,-12.7929,45.22013,6,3,2
1,1,2,0.0,2021,16.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,4,1,1,24,24520,2,1,0.0,3.0,44.87505,1.224686,16,2,2
1,1,1,2.0,2021,48.0,32.0,0.0,1.0,4,2.0,1.0,1.0,30.0,27,12,1,75,75115,2,2,0.0,7.0,48.832067,2.280678,13,1,1
1,1,1,1.0,2021,86.0,7.0,2.0,1.0,3,2.0,2.0,1.0,90.0,4,3,1,14,14658,1,1,1.0,1.0,48.8211724329,-1.1225259304,12,2,2
1,1,2,2.0,2021,30.0,31.0,0.0,1.0,3,2.0,1.0,1.0,80.0,20,11,1,30,30225,1,1,0.0,6.0,44.148458,4.540539,16,1,1
1,1,2,1.0,2021,43.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,11,2,1,973,97302,2,3,1.0,3.0,4.938166087,-52.2991651297,17,2,2
2,2,2,8.0,2021,49.0,7.0,2.0,1.0,2,2.0,1.0,1.0,70.0,1,6,1,202,202093,1,1,0.0,1.0,42.618463,8.89133,15,3,2
1,1,2,8.0,2021,45.0,1.0,2.0,5.0,4,2.0,2.0,1.0,30.0,19,5,1,67,67482,2,3,0.0,3.0,48.597477,7.70387,19,2,2
1,1,1,1.0,2021,26.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,7,1,37,37214,2,1,0.0,6.0,47.4210617442,0.6631587446,7,2,2
1,1,1,2.0,2021,24.0,32.0,2.0,1.0,2,2.0,1.0,1.0,40.0,20,7,1,987,98745,1,1,0.0,2.0,-16.5833493804,-151.4943116158,11,2,2
1,1,1,1.0,2021,23.0,7.0,0.0,1.0,3,2.0,2.0,3.0,80.0,1,1,3,39,39530,1,1,1.0,6.0,46.265379,5.517744,2,1,1
1,1,2,1.0,2021,37.0,7.0,0.0,1.0,4,1.0,1.0,4.0,30.0,22,4,5,64,64102,2,1,0.0,7.0,43.48713,-1.476,23,1,1
1,1,1,1.0,2021,20.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,21,1,1,6,6069,1,1,1.0,2.0,43.636573,6.956597,11,2,2
1,1,1,1.0,2021,29.0,7.0,2.0,1.0,2,2.0,1.0,1.0,80.0,14,11,3,38,38114,1,3,0.0,3.0,45.407987,4.81184,21,4,2
1,1,1,8.0,2021,49.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,6,6,1,87,87050,2,1,0.0,6.0,45.87644,1.23781,12,2,2
1,1,1,1.0,2021,22.0,7.0,0.0,1.0,1,1.0,2.0,1.0,70.0,22,6,1,95,95582,1,1,1.0,6.0,48.97391,2.24589,16,1,1
1,1,1,2.0,2021,21.0,32.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,6,1,13,13209,2,1,0.0,3.0,43.26111,5.40588,21,2,2
10,3,2,0.0,2021,66.0,7.0,1.0,1.0,4,1.0,1.0,1.0,50.0,25,11,2,92,92063,2,2,0.0,6.0,48.8808381574,2.1744856238,7,2,1
1,1,1,1.0,2021,45.0,7.0,2.0,1.0,1,3.0,2.0,1.0,90.0,3,10,2,94,94046,1,1,1.0,2.0,48.80853,2.44875,7,4,4
10,3,2,0.0,2021,48.0,15.0,1.0,1.0,3,2.0,1.0,1.0,50.0,13,10,1,94,94003,2,1,0.0,6.0,48.79863,2.34587,15,2,1
1,1,1,1.0,2021,42.0,99.0,9.0,1.0,2,3.0,7.0,2.0,110.0,25,1,1,58,58260,1,1,0.0,7.0,46.848188,3.140545,7,1,1
1,1,1,1.0,2021,19.0,7.0,2.0,1.0,3,3.0,2.0,1.0,110.0,6,10,3,68,68043,1,1,0.0,2.0,47.856208,7.242125,1,3,2
2,2,1,1.0,2021,20.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,22,3,1,76,76077,1,2,0.0,3.0,49.75916,0.83882,6,5,2
1,1,1,2.0,2021,25.0,33.0,2.0,1.0,4,2.0,1.0,2.0,50.0,23,4,1,76,76497,2,2,0.0,3.0,49.38712,1.02144,18,2,2
1,1,2,8.0,2021,30.0,60.0,2.0,5.0,7,1.0,2.0,1.0,50.0,27,7,1,59,59410,2,6,1.0,3.0,50.64732,3.11139,17,2,2
1,1,2,1.0,2021,33.0,7.0,2.0,1.0,1,1.0,1.0,1.0,60.0,5,7,1,13,13210,1,1,0.0,4.0,43.2825843163,5.3934502602,9,3,3
1,1,1,1.0,2021,59.0,7.0,2.0,1.0,2,1.0,1.0,1.0,90.0,17,11,2,27,27679,1,9,0.0,2.0,48.742168,0.959936,6,2,2
10,3,1,0.0,2021,87.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,6,2,1,56,56178,2,1,1.0,6.0,48.074265,-2.9625,10,2,1
1,1,1,0.0,2021,15.0,33.0,0.0,1.0,4,2.0,1.0,4.0,50.0,17,5,1,36,36044,2,1,0.0,6.0,46.80293,1.6816,13,1,1
10,3,1,0.0,2021,74.0,10.0,0.0,1.0,4,3.0,1.0,1.0,30.0,11,10,1,13,13103,2,1,0.0,6.0,43.63289,5.0981,11,2,1
1,1,1,2.0,2021,19.0,30.0,0.0,1.0,4,2.0,1.0,4.0,50.0,13,2,1,92,92050,2,6,0.0,6.0,48.89635,2.19966,15,1,1
1,1,2,1.0,2021,56.0,7.0,2.0,1.0,4,2.0,2.0,1.0,50.0,18,1,5,50,50602,2,2,1.0,3.0,49.64409,-1.58119,18,2,2
1,1,2,8.0,2021,36.0,50.0,2.0,3.0,4,2.0,1.0,5.0,50.0,16,4,1,75,75120,2,5,0.0,3.0,48.868316,2.401428,9,2,2
1,1,1,2.0,2021,35.0,2.0,0.0,1.0,4,2.0,1.0,1.0,50.0,10,11,1,75,75104,2,2,0.0,7.0,48.852069,2.365444,15,1,1
1,1,1,2.0,2021,42.0,99.0,2.0,3.0,3,1.0,1.0,1.0,50.0,16,12,1,94,94041,2,9,0.0,3.0,48.81362,2.38905,14,2,2
1,1,2,1.0,2021,39.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,11,5,1,14,14574,1,2,0.0,3.0,49.14985,0.20493,11,2,2
10,3,2,8.0,2021,16.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,18,1,1,13,13213,2,1,0.0,6.0,43.3267220011,5.4095904329,9,2,1
5,2,1,1.0,2021,13.0,38.0,0.0,1.0,4,2.0,7.0,3.0,80.0,9,12,3,22,22277,1,1,0.0,7.0,48.397789,-2.846264,7,5,1
1,1,1,8.0,2021,23.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,8,5,1,60,60463,2,2,0.0,3.0,49.28366,2.46498,21,2,2
2,2,1,2.0,2021,16.0,31.0,2.0,1.0,3,2.0,1.0,1.0,80.0,7,8,1,34,34213,1,3,0.0,3.0,43.47178,3.679755,18,3,2
10,3,1,0.0,2021,15.0,32.0,1.0,1.0,3,2.0,1.0,1.0,50.0,30,11,1,92,92026,2,9,0.0,6.0,48.900534,2.256344,8,2,1
10,3,2,0.0,2021,67.0,1.0,1.0,5.0,4,2.0,1.0,1.0,50.0,10,1,5,75,75111,2,4,0.0,6.0,48.8545127779,2.3780304193,19,2,1
1,1,1,2.0,2021,27.0,2.0,2.0,1.0,7,2.0,1.0,1.0,50.0,18,1,1,13,13001,2,1,0.0,2.0,43.50551,5.43554,15,2,2
2,2,2,1.0,2021,16.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,26,4,5,77,77495,2,3,0.0,3.0,48.5681,2.6261,2,5,2
1,1,1,2.0,2021,29.0,33.0,2.0,1.0,3,2.0,1.0,1.0,80.0,15,6,1,44,44014,1,3,0.0,3.0,47.112035,-1.476181,8,2,2
3,2,1,3.0,2021,0.0,7.0,0.0,1.0,3,2.0,1.0,1.0,50.0,6,10,1,94,94081,2,2,0.0,3.0,48.7984,2.38169,11,3,2
10,3,1,8.0,2021,58.0,7.0,1.0,1.0,4,2.0,1.0,5.0,5.0,31,5,1,91,91027,2,3,0.0,6.0,48.703673,2.356941,19,2,1
1,1,1,8.0,2021,19.0,1.0,0.0,5.0,4,2.0,1.0,5.0,30.0,31,7,1,75,75111,2,1,0.0,3.0,48.864456,2.378832,16,3,2
1,1,2,8.0,2021,51.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,18,10,1,88,88209,2,3,0.0,3.0,48.19755,6.43762,17,2,2
2,2,2,1.0,2021,35.0,7.0,2.0,1.0,3,4.0,3.0,1.0,50.0,13,5,1,78,78481,2,5,0.0,3.0,48.88926,2.10384,18,3,2
2,2,2,1.0,2021,33.0,7.0,0.0,1.0,4,1.0,1.0,1.0,50.0,3,4,5,93,93007,2,1,0.0,6.0,48.94622,2.45584,2,2,1
1,1,2,2.0,2021,57.0,1.0,2.0,1.0,3,2.0,2.0,1.0,70.0,31,1,1,37,37122,1,3,1.0,6.0,47.3207569486,0.660570584,12,1,1
1,1,2,1.0,2021,22.0,7.0,0.0,1.0,3,2.0,2.0,1.0,70.0,25,10,1,33,33337,1,1,0.0,1.0,44.575658,-0.290322,10,2,2
2,2,1,1.0,2021,35.0,10.0,2.0,1.0,7,2.0,1.0,1.0,50.0,19,10,5,69,69259,2,3,0.0,3.0,45.68653,4.89171,7,3,2
1,1,1,2.0,2021,29.0,1.0,2.0,5.0,3,3.0,1.0,1.0,50.0,9,5,1,93,93031,2,1,0.0,3.0,48.960734,2.297365,15,2,2
1,1,2,0.0,2021,52.0,1.0,2.0,5.0,7,3.0,1.0,5.0,50.0,7,9,1,38,38317,2,1,0.0,3.0,45.138511,5.702575,18,2,2
2,2,2,2.0,2021,60.0,33.0,0.0,1.0,3,3.0,1.0,1.0,50.0,11,5,1,64,64024,2,1,0.0,7.0,43.48123,-1.51113,13,2,1
10,3,1,0.0,2021,54.0,7.0,1.0,1.0,4,1.0,2.0,1.0,30.0,3,12,1,75,75118,2,2,1.0,6.0,48.892979,2.350601,15,2,1
1,1,1,2.0,2021,19.0,2.0,0.0,1.0,3,2.0,2.0,1.0,80.0,4,6,1,55,55434,1,1,0.0,7.0,48.607149,5.701818,17,1,1
1,1,1,1.0,2021,53.0,7.0,2.0,1.0,2,2.0,1.0,1.0,90.0,4,12,3,94,94044,1,1,0.0,6.0,48.76011,2.46917,7,2,2
2,2,2,1.0,2021,69.0,7.0,2.0,1.0,3,2.0,1.0,1.0,70.0,11,7,1,56,56162,1,2,0.0,3.0,47.73789,-3.45789,17,3,2
1,1,1,2.0,2021,47.0,33.0,2.0,1.0,3,2.0,1.0,1.0,80.0,21,7,1,38,38153,1,1,0.0,1.0,45.203449,5.633497,19,2,2
2,2,2,1.0,2021,30.0,7.0,2.0,1.0,3,2.0,2.0,1.0,50.0,12,3,1,64,64102,2,1,0.0,2.0,43.4867,-1.46371,13,3,2
1,1,1,2.0,2021,40.0,33.0,2.0,1.0,4,2.0,1.0,3.0,80.0,22,1,1,36,36035,1,1,0.0,1.0,46.421988,1.329276,16,2,2
2,2,1,0.0,2021,27.0,7.0,2.0,1.0,4,2.0,2.0,1.0,50.0,9,12,5,26,26058,2,3,1.0,1.0,44.946448,4.893336,4,3,2
1,1,1,2.0,2021,57.0,32.0,2.0,1.0,4,1.0,1.0,1.0,70.0,2,4,1,75,75117,2,1,0.0,5.0,48.884578,2.286301,16,3,3
1,1,1,0.0,2021,41.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,7,5,1,79,79267,2,1,0.0,7.0,46.527609,-0.241184,19,1,1
1,1,1,2.0,2021,60.0,33.0,2.0,1.0,3,2.0,1.0,1.0,50.0,22,7,1,38,38044,2,1,0.0,1.0,45.503572,5.367658,7,2,2
1,1,1,1.0,2021,24.0,7.0,2.0,1.0,4,1.0,1.0,1.0,50.0,14,10,5,13,13117,2,1,0.0,6.0,43.4289043503,5.2693682474,20,3,2
2,2,2,2.0,2021,22.0,33.0,2.0,1.0,1,3.0,1.0,1.0,90.0,31,5,1,94,94033,1,1,0.0,6.0,48.8552398797,2.489336729,16,2,1
2,2,1,1.0,2021,20.0,7.0,2.0,1.0,1,2.0,1.0,1.0,90.0,31,3,1,94,94038,1,1,0.0,5.0,48.77563,2.34653,18,4,3
1,1,1,2.0,2021,24.0,31.0,2.0,1.0,4,2.0,1.0,1.0,30.0,29,8,1,29,29019,2,1,0.0,3.0,48.3854116727,-4.5071469599,14,2,2
1,1,1,2.0,2021,50.0,33.0,2.0,1.0,3,1.0,1.0,1.0,50.0,20,10,2,66,66136,1,3,0.0,3.0,42.71083,2.87473,7,2,2
1,1,1,1.0,2021,37.0,99.0,2.0,1.0,4,2.0,1.0,1.0,30.0,22,9,1,92,92075,2,1,0.0,6.0,48.81891,2.28698,14,2,2
1,1,1,8.0,2021,21.0,7.0,0.0,1.0,4,2.0,1.0,1.0,45.0,11,9,5,91,91692,2,1,0.0,2.0,48.691709,2.164678,23,5,2
1,1,1,2.0,2021,34.0,32.0,2.0,1.0,1,3.0,1.0,1.0,90.0,2,9,1,92,92047,1,1,0.0,3.0,48.8350835791,2.1757683191,11,2,2
1,1,2,2.0,2021,28.0,33.0,0.0,1.0,3,2.0,9.0,1.0,50.0,30,7,1,73,73021,1,1,0.0,7.0,45.449504,6.124835,17,1,1
1,1,1,2.0,2021,25.0,33.0,2.0,1.0,4,2.0,1.0,1.0,80.0,25,8,1,84,84054,1,1,0.0,1.0,43.938327,5.036649,16,2,2
1,1,1,2.0,2021,62.0,1.0,0.0,5.0,4,2.0,1.0,1.0,50.0,19,5,1,7,7281,2,1,0.0,7.0,44.94502,4.85559,16,1,1
1,1,2,1.0,2021,57.0,7.0,0.0,1.0,1,3.0,1.0,3.0,110.0,9,7,1,57,57672,1,1,0.0,6.0,49.38071,6.10635,7,1,1
1,1,1,2.0,2021,57.0,31.0,0.0,1.0,3,2.0,1.0,5.0,50.0,24,7,1,37,37072,2,6,0.0,2.0,47.1784601941,0.2623839276,17,3,2
1,1,2,8.0,2021,52.0,1.0,0.0,5.0,3,1.0,1.0,1.0,30.0,8,7,1,94,94046,2,1,0.0,6.0,48.804,2.42725,11,2,2
1,1,1,1.0,2021,44.0,10.0,2.0,1.0,3,2.0,1.0,1.0,50.0,30,8,1,87,87113,2,3,0.0,4.0,45.86052,1.31822,16,3,3
1,1,1,1.0,2021,23.0,7.0,0.0,1.0,3,2.0,2.0,3.0,80.0,20,11,2,60,60137,1,2,1.0,7.0,49.435566,2.527671,7,1,1
2,2,1,1.0,2021,14.0,7.0,0.0,1.0,1,2.0,1.0,1.0,50.0,8,5,5,13,13215,2,1,0.0,1.0,43.3532324895,5.3651797771,21,3,2
1,1,1,8.0,2021,44.0,30.0,2.0,1.0,2,2.0,1.0,1.0,50.0,6,8,4,972,97209,1,1,0.0,2.0,14.6206032549,-61.0709542036,17,2,2
1,1,2,2.0,2021,34.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,4,8,2,9,9160,2,9,1.0,3.0,42.93208,1.847044,6,2,2
1,1,1,1.0,2021,42.0,10.0,2.0,1.0,7,2.0,7.0,1.0,50.0,1,12,3,42,42283,2,1,0.0,1.0,45.548949,4.547557,6,2,2
2,2,1,1.0,2021,21.0,7.0,0.0,1.0,3,2.0,1.0,1.0,80.0,1,4,1,57,57757,2,1,0.0,6.0,49.3520644426,6.2157726288,17,2,1
10,3,2,0.0,2021,60.0,13.0,1.0,1.0,4,1.0,1.0,1.0,30.0,18,6,1,69,69154,2,1,0.0,6.0,45.761599,4.656996,12,2,1
10,3,1,0.0,2021,10.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,7,11,1,13,13201,2,1,0.0,1.0,43.29831,5.37402,12,2,1
10,3,1,0.0,2021,72.0,7.0,1.0,1.0,4,2.0,1.0,1.0,50.0,14,10,1,18,18033,2,3,0.0,3.0,47.06974,2.37799,9,2,1
1,1,1,2.0,2021,62.0,31.0,2.0,1.0,3,2.0,1.0,1.0,80.0,24,2,1,60,60175,2,1,0.0,2.0,49.24916,2.4575,16,3,2
1,1,1,1.0,2021,47.0,7.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,6,1,59,59432,1,6,0.0,5.0,50.151861,3.263744,19,3,3
1,1,1,1.0,2021,35.0,7.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,8,1,974,97407,1,1,0.0,2.0,-20.93498,55.29954,15,2,2
1,1,1,2.0,2021,18.0,32.0,2.0,6.0,7,2.0,1.0,1.0,50.0,25,3,1,31,31555,2,1,0.0,3.0,43.61788,1.45534,17,3,2
1,1,1,8.0,2021,13.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,20,10,1,69,69383,2,1,0.0,3.0,45.7575563113,4.8658047616,16,2,2
1,1,1,2.0,2021,47.0,33.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,5,1,13,13207,2,1,0.0,2.0,43.2922007501,5.3603196144,18,2,2
1,1,2,1.0,2021,30.0,7.0,0.0,1.0,1,2.0,1.0,3.0,130.0,15,3,1,33,33527,1,1,0.0,6.0,44.611918,-1.029711,9,2,1
1,1,1,2.0,2021,29.0,31.0,2.0,1.0,3,2.0,1.0,1.0,80.0,22,5,1,69,69110,1,1,0.0,5.0,45.581352,4.525702,14,3,3
1,1,1,2.0,2021,65.0,43.0,0.0,1.0,4,2.0,1.0,1.0,50.0,11,3,1,974,97411,2,9,0.0,1.0,-20.8924,55.47114,13,1,1
